antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,wsup_ant,wsup_cons,weight_cons,wconf,rule_type
"Allergic reaction, Vomiting",Diarrhea,0.05977264393105977,0.8122478914558122,0.0539053905390539,0.901840490797546,1.1103020399119223,1.0,0.005355186539311552,1.9127246057939131,0.10565973659354536,0.06588973554459883,0.477185582822086,0.4841030896425653,0.04346666666666667,0.40608333333333335,0.55,0.49601226993865033,positive (weighted)
"Allergic reaction, Increased liver enzymes",Rash,0.06894022735606894,0.24972497249724973,0.055372203887055375,0.8031914893617021,3.2163042459461995,1.0,0.03815610750660692,3.812208247851813,0.7401073061564104,0.2103064066852368,0.7376848443252011,0.5124621176617615,0.050133333333333335,0.1135,0.5,0.4015957446808511,positive (weighted)
"Allergic reaction, Rash",Increased liver enzymes,0.10927759442610928,0.11807847451411808,0.055372203887055375,0.5067114093959731,4.2913106006919834,1.0,0.0424688722386479,1.7878409156108352,0.861066200627626,0.32196162046908317,0.4406661178473259,0.48782775438742754,0.07946666666666667,0.08372,0.78,0.3952348993288591,positive (weighted)
"Increased liver enzymes, Rash",Allergic reaction,0.06527319398606528,0.14998166483314998,0.055372203887055375,0.848314606741573,5.656122084558116,1.0,0.045582421584048155,5.603824579988862,0.8806855824515003,0.3463302752293579,0.8215504454634467,0.6087538803879015,0.04628,0.10906666666666667,0.8,0.6786516853932585,positive (weighted)
"Allergic reaction, Nausea",Rash,0.06453978731206454,0.24972497249724973,0.04547121378804547,0.7045454545454546,2.8212855426511814,1.0,0.029354017176561806,2.53939240077854,0.6900899078160366,0.16916780354706684,0.6062050119968009,0.4433153117073822,0.046933333333333334,0.1135,0.5,0.3522727272727273,positive (weighted)
"Allergic reaction, Nausea",Vomiting,0.06453978731206454,0.5236523652365237,0.0594059405940594,0.9204545454545454,1.7577587853323144,1.0,0.02560952831623462,5.988370265597985,0.46083598298416,0.11234396671289874,0.8330096577787108,0.516949961802903,0.046933333333333334,0.28559999999999997,0.6,0.5522727272727272,positive (weighted)
"Allergic reaction, Vomiting",Nausea,0.05977264393105977,0.7557755775577558,0.0594059405940594,0.9938650306748466,1.3150266563077664,1.0,0.014231236104908618,39.808580858085314,0.25478852487432824,0.07856450048496603,0.974879787763223,0.5362338253810914,0.04346666666666667,0.24045,0.35,0.34785276073619625,positive (weighted)
"Allergic reaction, Vomiting",Rash,0.05977264393105977,0.24972497249724973,0.042537587092042535,0.7116564417177914,2.8497608172752087,1.0,0.02761086523027073,2.602017648573368,0.6903578729356069,0.1593406593406593,0.6156828526707806,0.4409970901687342,0.04346666666666667,0.1135,0.5,0.3558282208588957,positive (weighted)
"Rash, Vomiting",Allergic reaction,0.0847084708470847,0.14998166483314998,0.042537587092042535,0.5021645021645021,3.348172609786302,1.0,0.02983286960892642,1.7074281341177595,0.766236322944297,0.22137404580152673,0.41432381251190564,0.3928915420357963,0.0462,0.10906666666666667,0.8,0.4017316017316017,positive (weighted)
"Constipation, Diarrhea",Headache,0.04913824715804914,0.3564356435643564,0.037037037037037035,0.753731343283582,2.1146351575456053,1.0,0.01952241428763338,2.613261326132613,0.5543447132989426,0.10049751243781094,0.6173363949483351,0.4288204041520791,0.024566666666666667,0.0972,0.3,0.2261194029850746,positive (weighted)
"Constipation, Diarrhea",Nausea,0.04913824715804914,0.7557755775577558,0.030803080308030802,0.626865671641791,0.8294336179365182,1.0,-0.006334406818019538,0.6545214521452143,-0.17781351210563273,0.03979156797726196,-0.5278338039532076,0.33381129288057526,0.024566666666666667,0.24045,0.35,0.21940298507462683,positive (weighted)
"Dizziness, Flatulence",Diarrhea,0.07737440410707737,0.8122478914558122,0.06894022735606894,0.8909952606635072,1.096949921367668,1.0,0.006093030767445412,1.722421517514072,0.09579330582146614,0.08400357462019661,0.419422023104266,0.48793555358231794,0.024616666666666665,0.40608333333333335,0.55,0.49004739336492903,positive (weighted)
"Diarrhea, Headache",Dizziness,0.24055738907224056,0.2511917858452512,0.12724605793912724,0.5289634146341463,2.105814936799003,1.0,0.06682001777980022,1.589702875357654,0.6914603617681805,0.3490945674044265,0.370951631590263,0.5177663788499198,0.12026666666666667,0.07991666666666666,0.35,0.1851371951219512,positive (weighted)
