antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,weight_cons,rule_type
"Loss of appetite, Nausea",Diarrhea,0.09033333333333333,0.7386666666666667,0.07166666666666667,0.7933579335793358,1.0740405237987398,1.0,0.004940444444444442,1.2646666666666666,0.07578208220065272,0.09463028169014084,0.20927780706378493,0.4451897971145777,0.55,positive
"Diarrhea, Loss of appetite",Nausea,0.07166666666666667,0.7083333333333334,0.07166666666666667,1.0,1.4117647058823528,1.0,0.020902777777777777,inf,0.31418312387791736,0.1011764705882353,1.0,0.5505882352941176,0.35,positive
Loss of appetite,"Diarrhea, Nausea",0.09966666666666667,0.5726666666666667,0.07166666666666667,0.7190635451505017,1.255640649273286,1.0,0.014590888888888896,1.5211031746031751,0.22613157917394944,0.1193118756936737,0.342582398948132,0.4221045315973696,0.55,positive
"Loss of appetite, Vomiting",Diarrhea,0.08366666666666667,0.7386666666666667,0.066,0.7888446215139443,1.0679304442878308,1.0,0.004198222222222221,1.2376352201257865,0.06941734551774564,0.08726311150286471,0.19200748028295003,0.43909740100967976,0.55,positive
"Diarrhea, Loss of appetite",Vomiting,0.07166666666666667,0.476,0.066,0.9209302325581395,1.9347273793238227,1.0,0.03188666666666667,6.6270588235294134,0.5204287035525814,0.13702422145328721,0.8491034972483579,0.5297928473715068,0.6,positive
Loss of appetite,"Diarrhea, Vomiting",0.09966666666666667,0.395,0.066,0.6622073578595318,1.676474323695017,1.0,0.026631666666666665,1.791039603960396,0.44817856461692074,0.15396578538102643,0.44166505431327563,0.41464798272723424,0.6,positive
"Nausea, Rash",Diarrhea,0.123,0.7386666666666667,0.118,0.959349593495935,1.2987584749493704,1.0,0.027143999999999988,6.4288,0.26229634926463474,0.158673240699238,0.844449975111996,0.5595484429573537,0.55,positive
"Diarrhea, Rash",Nausea,0.20966666666666667,0.7083333333333334,0.118,0.5627980922098569,0.7945384831197979,1.0,-0.030513888888888896,0.667121212121212,-0.24653061737460719,0.1475,-0.49897796956620516,0.36469316375198724,0.35,positive
Rash,"Diarrhea, Nausea",0.227,0.5726666666666667,0.118,0.5198237885462554,0.9077248926884554,1.0,-0.01199533333333333,0.8899510703363913,-0.11622333897451131,0.17310513447432763,-0.12365728109300597,0.3629386695932674,0.55,positive
"Nausea, Stomach pain",Diarrhea,0.212,0.7386666666666667,0.18266666666666667,0.8616352201257862,1.1664736734554866,1.0,0.026069333333333333,1.888727272727273,0.1811108229278595,0.2378472222222222,0.47054293415479403,0.5544638194491747,0.55,positive
"Diarrhea, Stomach pain",Nausea,0.21866666666666668,0.7083333333333334,0.18266666666666667,0.8353658536585366,1.1793400286944045,1.0,0.027777777777777762,1.7716049382716044,0.1946264417926807,0.24540976265114195,0.43554006968641096,0.5466241032998564,0.35,positive
Stomach pain,"Diarrhea, Nausea",0.24833333333333332,0.5726666666666667,0.18266666666666667,0.7355704697986578,1.2844653139673885,1.0,0.04045444444444446,1.6160575296108297,0.29463317526340504,0.28616187989556136,0.3812101477347687,0.5272730113836129,0.55,positive
"Diarrhea, Nausea",Vomiting,0.5726666666666667,0.476,0.394,0.6880093131548313,1.4453977167118304,1.0,0.12141066666666672,1.6795373134328362,0.7210972702867509,0.6018329938900204,0.40459792586799864,0.757870202795903,0.6,positive
"Nausea, Vomiting",Diarrhea,0.471,0.7386666666666667,0.394,0.8365180467091295,1.1324702798408792,1.0,0.04608800000000002,1.5985454545454547,0.22112404402521763,0.4830404577033102,0.37443130118289364,0.6849557742570919,0.55,positive
"Diarrhea, Vomiting",Nausea,0.395,0.7083333333333334,0.394,0.9974683544303797,1.4081906180193595,1.0,0.1142083333333333,115.2083333333327,0.4791220931045572,0.5554511278195488,0.9913200723327306,0.7768518242740134,0.35,positive
Nausea,"Diarrhea, Vomiting",0.7083333333333334,0.395,0.394,0.556235294117647,1.4081906180193595,1.0,0.1142083333333333,1.3633351007423118,0.9938361131254531,0.5554511278195488,0.2665046183762761,0.7768518242740134,0.6,positive
Diarrhea,"Nausea, Vomiting",0.7386666666666667,0.471,0.394,0.5333935018050542,1.1324702798408794,1.0,0.04608800000000002,1.1337176015473889,0.44760696156635266,0.4830404577033102,0.11794612817590587,0.6849557742570919,0.6,positive
Vomiting,"Diarrhea, Nausea",0.476,0.5726666666666667,0.394,0.8277310924369748,1.4453977167118304,1.0,0.12141066666666672,2.480617886178863,0.5880704201702383,0.6018329938900204,0.5968746312877726,0.757870202795903,0.55,positive
"Rash, Vomiting",Diarrhea,0.077,0.7386666666666667,0.07266666666666667,0.9437229437229437,1.27760326316283,1.0,0.015789333333333336,4.643692307692309,0.23541105489677658,0.09780170480035891,0.7846541213888153,0.5210491974932409,0.55,positive
"Stomach pain, Vomiting",Diarrhea,0.12533333333333332,0.7386666666666667,0.10366666666666667,0.8271276595744682,1.1197576618787926,1.0,0.011087111111111117,1.5117128205128214,0.12227472355109409,0.13634370889960545,0.33849869735128135,0.48373530993163844,0.55,positive
"Dizziness, Flatulence",Headache,0.07033333333333333,0.3273333333333333,0.07033333333333333,1.0,3.054989816700611,1.0,0.04731088888888889,inf,0.7235568304051633,0.21486761710794303,1.0,0.6074338085539714,0.3,positive
"Flatulence, Headache",Dizziness,0.095,0.23466666666666666,0.07033333333333333,0.7403508771929824,3.1549043062200957,1.0,0.04804,2.947567567567567,0.7547327904480113,0.2712082262210797,0.6607372088758481,0.5200333931419457,0.35,positive
Flatulence,"Dizziness, Headache",0.134,0.176,0.07033333333333333,0.5248756218905473,2.982247851650837,1.0,0.04674933333333333,1.7342827225130892,0.7675317141512428,0.29346314325452016,0.42339274501280005,0.4622484170058797,0.35,positive
"Dizziness, Stomach pain",Flatulence,0.083,0.134,0.05733333333333333,0.6907630522088353,5.154948150812203,1.0,0.04621133333333333,2.8004415584415576,0.8789657883391241,0.3590814196242171,0.6429134552065072,0.5593118743631241,0.18,positive
"Dizziness, Flatulence",Stomach pain,0.07033333333333333,0.24833333333333332,0.05733333333333333,0.8151658767772512,3.2825471548077227,1.0,0.03986722222222222,4.066709401709401,0.7479654289692896,0.21938775510204084,0.7541009447147465,0.5230191799993639,0.55,positive
"Flatulence, Stomach pain",Dizziness,0.104,0.23466666666666666,0.05733333333333333,0.5512820512820513,2.349213286713287,1.0,0.032928,1.7056,0.6409883720930232,0.2037914691943128,0.41369606003752346,0.3978001165501166,0.35,positive
"Dizziness, Headache",Nausea,0.176,0.7083333333333334,0.13,0.7386363636363638,1.0427807486631018,1.0,0.005333333333333343,1.1159420289855075,0.04978839930296249,0.1723376049491825,0.1038961038961042,0.46108288770053485,0.35,positive
"Dizziness, Nausea",Headache,0.16166666666666665,0.3273333333333333,0.13,0.8041237113402063,2.4565897495118323,1.0,0.07708111111111113,3.434140350877196,0.7072743029005455,0.36211699164345407,0.7088063102183444,0.6006361937556429,0.3,positive
"Headache, Nausea",Dizziness,0.24733333333333332,0.23466666666666666,0.13,0.5256064690026955,2.2398002940455775,1.0,0.07195911111111111,1.6132878787878788,0.735427312575231,0.3693181818181819,0.380147825351954,0.539791870864984,0.35,positive
Dizziness,"Headache, Nausea",0.23466666666666666,0.24733333333333332,0.13,0.5539772727272727,2.239800294045577,1.0,0.07195911111111111,1.6875074309978768,0.7232556061824355,0.3693181818181819,0.40741001690957407,0.539791870864984,0.35,positive
"Dizziness, Stomach pain",Headache,0.083,0.3273333333333333,0.082,0.9879518072289156,3.0181827104753025,1.0,0.054831333333333336,55.83133333333316,0.7291982516335522,0.24974619289340105,0.9820889106475453,0.6192304860991829,0.3,positive
"Headache, Stomach pain",Dizziness,0.12166666666666667,0.23466666666666666,0.082,0.673972602739726,2.8720423412204235,1.0,0.05344888888888889,2.347450980392157,0.7421051819626356,0.298906439854192,0.5740060140327431,0.5117022104607721,0.35,positive
"Dizziness, Headache",Vomiting,0.176,0.476,0.09333333333333334,0.5303030303030304,1.1140819964349378,1.0,0.009557333333333348,1.1156129032258066,0.12427184466019435,0.1670644391408115,0.10363173721952368,0.36319073083778974,0.6,positive
"Dizziness, Vomiting",Headache,0.11833333333333333,0.3273333333333333,0.09333333333333334,0.7887323943661972,2.409569432890623,1.0,0.0545988888888889,3.1839555555555568,0.6635025654874427,0.26490066225165565,0.68592526417175,0.5369323886291272,0.3,positive
"Headache, Vomiting",Dizziness,0.161,0.23466666666666666,0.09333333333333334,0.5797101449275363,2.4703557312252964,1.0,0.055552000000000004,1.8209655172413794,0.7094159713945174,0.308710033076075,0.45084078169974245,0.48871870882740454,0.35,positive
"Dizziness, Stomach pain",Nausea,0.083,0.7083333333333334,0.058666666666666666,0.7068273092369477,0.9978738483345143,1.0,-0.00012500000000000705,0.9948630136986297,-0.002318148942615126,0.08007279344858963,-0.0051635111876080185,0.3948254193243562,0.35,positive
"Dizziness, Nausea",Vomiting,0.16166666666666665,0.476,0.118,0.7298969072164949,1.5333968639001996,1.0,0.041046666666666676,1.9400000000000006,0.41493412406914454,0.22706863373957667,0.48453608247422697,0.48889803344018024,0.6,positive
"Dizziness, Vomiting",Nausea,0.11833333333333333,0.7083333333333334,0.118,0.9971830985915493,1.4077879038939518,1.0,0.03418055555555555,103.54166666666679,0.3285433554409235,0.1665098777046096,0.9903420523138833,0.5818856669428335,0.35,positive
Dizziness,"Nausea, Vomiting",0.23466666666666666,0.471,0.118,0.5028409090909091,1.0676027793862188,1.0,0.007472000000000006,1.0640457142857143,0.08273784917025934,0.20079410096426545,0.06019075442515895,0.3766858473267709,0.6,positive
"Flatulence, Nausea",Headache,0.10033333333333333,0.3273333333333333,0.064,0.637873754152824,1.9486978232774665,1.0,0.031157555555555563,1.8575474006116213,0.5411302025441523,0.17598533455545373,0.46165572966227547,0.41669655121083155,0.3,positive
"Flatulence, Headache",Nausea,0.095,0.7083333333333334,0.064,0.6736842105263158,0.9510835913312693,1.0,-0.003291666666666665,0.8938172043010751,-0.05377515179568161,0.08656447249774571,-0.1187969924812032,0.3820185758513932,0.35,positive
"Headache, Stomach pain",Flatulence,0.12166666666666667,0.134,0.07366666666666667,0.6054794520547946,4.5185033735432425,1.0,0.057363333333333336,2.195069444444445,0.8865515553762009,0.40476190476190466,0.544433547407384,0.5776153479179446,0.18,positive
"Flatulence, Headache",Stomach pain,0.095,0.24833333333333332,0.07366666666666667,0.7754385964912281,3.1225715294948784,1.0,0.05007500000000001,3.3472656250000012,0.7511062223444414,0.273176761433869,0.7012486871280197,0.5360414458966208,0.55,positive
"Flatulence, Stomach pain",Headache,0.104,0.3273333333333333,0.07366666666666667,0.7083333333333334,2.163951120162933,1.0,0.039624000000000006,2.306285714285715,0.6003151260504203,0.20596458527493014,0.5664023785926661,0.46669212491513923,0.3,positive
Flatulence,"Headache, Stomach pain",0.134,0.12166666666666667,0.07366666666666667,0.5497512437810945,4.5185033735432425,1.0,0.057363333333333336,1.9507734806629833,0.8991775782972631,0.40476190476190466,0.4873828202441304,0.5776153479179446,0.55,positive
"Flatulence, Nausea",Stomach pain,0.10033333333333333,0.24833333333333332,0.07266666666666667,0.7242524916943522,2.916452986688667,1.0,0.04775055555555556,2.7259236947791172,0.7304013379063262,0.2632850241545894,0.633151873651023,0.5084349706793909,0.55,positive
"Flatulence, Stomach pain",Nausea,0.104,0.7083333333333334,0.07266666666666667,0.6987179487179488,0.9864253393665159,1.0,-0.0010000000000000009,0.9680851063829788,-0.015126457182041883,0.09824245155475439,-0.03296703296703286,0.4006530920060332,0.35,positive
Flatulence,"Nausea, Stomach pain",0.134,0.212,0.07266666666666667,0.5422885572139303,2.557964892518539,1.0,0.04425866666666667,1.721608695652174,0.703307413606797,0.2658536585365854,0.4191479152461045,0.4425279264057073,0.55,positive
"Flatulence, Nausea",Vomiting,0.10033333333333333,0.476,0.060333333333333336,0.6013289036544851,1.263296016080851,1.0,0.012574666666666671,1.314366666666667,0.23166345628317433,0.11692506459948321,0.2391772970505441,0.36403980196729857,0.6,positive
"Flatulence, Vomiting",Nausea,0.06133333333333333,0.7083333333333334,0.060333333333333336,0.9836956521739132,1.3887468030690537,1.0,0.01688888888888889,17.88888888888905,0.298216976393772,0.08505639097744361,0.9440993788819881,0.5344360613810742,0.35,positive
"Headache, Stomach pain",Nausea,0.12166666666666667,0.7083333333333334,0.08966666666666667,0.736986301369863,1.0404512489927478,1.0,0.0034861111111111065,1.1089409722222219,0.04426401811474074,0.12111661413777577,0.09823874755381583,0.4317872683319903,0.35,positive
"Headache, Nausea",Vomiting,0.24733333333333332,0.476,0.157,0.6347708894878706,1.3335522888400644,1.0,0.03926933333333335,1.4347158671586717,0.33231595516013845,0.27722189523248975,0.30299788070204325,0.48230141113048997,0.6,positive
"Headache, Vomiting",Nausea,0.161,0.7083333333333334,0.157,0.9751552795031055,1.3766898063573254,1.0,0.04295833333333332,11.739583333333309,0.3261262902707448,0.22040243331773512,0.9148181011535047,0.5984011691633174,0.35,positive
"Stomach pain, Vomiting",Headache,0.12533333333333332,0.3273333333333333,0.06533333333333333,0.5212765957446809,1.5924946916843612,1.0,0.024307555555555554,1.4051259259259261,0.4253670980587357,0.1686746987951807,0.2883200134955613,0.3604346318845604,0.3,positive
"Headache, Stomach pain",Vomiting,0.12166666666666667,0.476,0.06533333333333333,0.5369863013698629,1.12812248186946,1.0,0.007419999999999996,1.1317159763313607,0.12930333423692053,0.12273011897307451,0.11638607131653232,0.3371206016653236,0.6,positive
"Heartburn, Nausea",Loss of appetite,0.057,0.09966666666666667,0.05,0.8771929824561404,8.801267382503081,1.0,0.044319000000000004,7.331285714285718,0.9399575821845176,0.46875,0.8635982774411037,0.689432611629408,0.35,positive
"Loss of appetite, Nausea",Heartburn,0.09033333333333333,0.057,0.05,0.5535055350553506,9.710623422023694,1.0,0.044851,2.11200826446281,0.9860974716013192,0.5136986301369862,0.5265170043004779,0.7153492587557455,0.28,positive
"Heartburn, Loss of appetite",Nausea,0.05,0.7083333333333334,0.05,1.0,1.4117647058823528,1.0,0.01458333333333333,inf,0.3070175438596491,0.07058823529411765,1.0,0.5352941176470588,0.35,positive
Heartburn,"Loss of appetite, Nausea",0.057,0.09033333333333333,0.05,0.8771929824561404,9.710623422023694,1.0,0.044851,7.407285714285718,0.9512407211028633,0.5136986301369862,0.8649977821064204,0.7153492587557455,0.35,positive
Loss of appetite,"Heartburn, Nausea",0.09966666666666667,0.057,0.05,0.5016722408026756,8.801267382503081,1.0,0.044319000000000004,1.8923288590604026,0.9845020362828583,0.46875,0.471550626513972,0.689432611629408,0.35,positive
"Heartburn, Vomiting",Loss of appetite,0.055,0.09966666666666667,0.05,0.9090909090909092,9.121313469139556,1.0,0.04451833333333333,9.903666666666675,0.9421869488536155,0.47770700636942676,0.8990272962875704,0.7053815749467924,0.35,positive
"Loss of appetite, Vomiting",Heartburn,0.08366666666666667,0.057,0.05,0.5976095617529881,10.484378276368211,1.0,0.045231,2.3434950495049507,0.9872171698799562,0.5514705882352942,0.5732869159628717,0.7374012721045642,0.28,positive
"Heartburn, Loss of appetite",Vomiting,0.05,0.476,0.05,1.0,2.100840336134454,1.0,0.0262,inf,0.5515789473684211,0.10504201680672269,1.0,0.5525210084033614,0.6,positive
Heartburn,"Loss of appetite, Vomiting",0.057,0.08366666666666667,0.05,0.8771929824561404,10.484378276368211,1.0,0.045231,7.461571428571433,0.9593001060445387,0.5514705882352942,0.8659799735789091,0.7374012721045642,0.6,positive
Loss of appetite,"Heartburn, Vomiting",0.09966666666666667,0.055,0.05,0.5016722408026756,9.121313469139556,1.0,0.04451833333333333,1.8963422818791946,0.9889300259163272,0.47770700636942676,0.4726690378864292,0.7053815749467924,0.6,positive
"Heartburn, Nausea",Vomiting,0.057,0.476,0.055,0.9649122807017544,2.0271266401297363,1.0,0.027868,14.934000000000001,0.5373180372119928,0.11506276150627615,0.9330387036293023,0.5402292495945746,0.6,positive
"Heartburn, Vomiting",Nausea,0.055,0.7083333333333334,0.055,1.0,1.4117647058823528,1.0,0.016041666666666662,inf,0.3086419753086419,0.0776470588235294,1.0,0.5388235294117647,0.35,positive
Heartburn,"Nausea, Vomiting",0.057,0.471,0.055,0.9649122807017544,2.048646031213916,1.0,0.028153,15.076500000000001,0.5428130723994987,0.11627906976744186,0.9336716081318609,0.5408425522404738,0.6,positive
"Increased liver enzymes, Nausea",Vomiting,0.056666666666666664,0.476,0.052,0.9176470588235294,1.9278299555116165,1.0,0.025026666666666666,6.36285714285714,0.5101929872247893,0.10818307905686547,0.8428378985181858,0.5134453781512605,0.6,positive
"Increased liver enzymes, Vomiting",Nausea,0.052,0.7083333333333334,0.052,1.0,1.4117647058823528,1.0,0.015166666666666662,inf,0.3076652601969057,0.07341176470588234,1.0,0.5367058823529411,0.35,positive
"Nausea, Stomach pain",Indigestion,0.212,0.14133333333333334,0.109,0.5141509433962265,3.637860448558206,1.0,0.07903733333333333,1.7673527508090616,0.920194352597836,0.4461118690313779,0.4341819992968476,0.6426886792452831,0.26,positive
"Indigestion, Nausea",Stomach pain,0.14033333333333334,0.24833333333333332,0.109,0.7767220902612826,3.127739960783688,1.0,0.07415055555555555,3.3665070921985807,0.791330352304487,0.38974970202622167,0.7029562176425046,0.6078241323789635,0.55,positive
"Indigestion, Stomach pain",Nausea,0.10933333333333334,0.7083333333333334,0.109,0.9969512195121951,1.4074605451936872,1.0,0.031555555555555545,95.66666666666657,0.32503799739969585,0.1538099717779868,0.9895470383275261,0.5754167862266858,0.35,positive
Indigestion,"Nausea, Stomach pain",0.14133333333333334,0.212,0.109,0.7712264150943396,3.637860448558206,1.0,0.07903733333333333,3.4444536082474233,0.8444640720268961,0.4461118690313779,0.7096781917440859,0.6426886792452831,0.55,positive
"Indigestion, Vomiting",Nausea,0.06166666666666667,0.7083333333333334,0.06166666666666667,1.0,1.4117647058823528,1.0,0.017986111111111112,inf,0.3108348134991119,0.08705882352941176,1.0,0.5435294117647059,0.35,positive
"Loss of appetite, Nausea",Vomiting,0.09033333333333333,0.476,0.08366666666666667,0.9261992619926199,1.9457967688920588,1.0,0.040668,7.1002,0.5343404688318912,0.17334254143646408,0.8591588969324808,0.5509847850579346,0.6,positive
"Loss of appetite, Vomiting",Nausea,0.08366666666666667,0.7083333333333334,0.08366666666666667,1.0,1.4117647058823528,1.0,0.024402777777777773,inf,0.31829756275009086,0.11811764705882352,1.0,0.5590588235294117,0.35,positive
Loss of appetite,"Nausea, Vomiting",0.09966666666666667,0.471,0.08366666666666667,0.8394648829431438,1.7823033608134689,1.0,0.03672366666666667,3.2952291666666667,0.48751753445308,0.17180013689253937,0.6965309696467747,0.5085505589521098,0.6,positive
"Nausea, Rash",Vomiting,0.123,0.476,0.07666666666666666,0.6233062330623306,1.3094668761813668,1.0,0.018118666666666665,1.3910503597122301,0.2694759803678548,0.14677728142948307,0.28111876538612707,0.39218532941631934,0.6,positive
"Rash, Vomiting",Nausea,0.077,0.7083333333333334,0.07666666666666666,0.9956709956709956,1.4056531703590525,1.0,0.022124999999999992,67.37499999999882,0.3126619247256111,0.1081843838193791,0.9851576994434135,0.5519531448943213,0.35,positive
"Nausea, Stomach pain",Vomiting,0.212,0.476,0.12533333333333332,0.5911949685534591,1.242006236456847,1.0,0.024421333333333337,1.2817846153846153,0.247272923641862,0.22274881516587677,0.21983772624705938,0.42725014534115535,0.6,positive
"Stomach pain, Vomiting",Nausea,0.12533333333333332,0.7083333333333334,0.12533333333333332,1.0,1.4117647058823528,1.0,0.03655555555555555,inf,0.3334603658536585,0.1769411764705882,1.0,0.5884705882352941,0.35,positive
Stomach pain,"Nausea, Vomiting",0.24833333333333332,0.471,0.12533333333333332,0.5046979865771812,1.071545619059833,1.0,0.008368333333333339,1.0680352303523035,0.08882742840968068,0.21099887766554432,0.0637012978774693,0.38539924098851985,0.6,positive
